wkmrid , wkmridVersioned , accessionNumber , serialCode , kitabooId , isbn10 , isbn13 , electronicIsbn10 , electronicIsbn13 , doi , issn , assetVersion , product , status , productVersion
wkmrid_115 , wkmridversioned_115 ,  02139716/3rd_Edition/4  , 02139716  , kitabooId_115 ,  , 978-0-8261-3302-1 ,  , 978-0-8261-3302-1 , doi_115 , issn_115 , assetVersion_115 , IHOCF  , beta , beta
wkmrid_116 , wkmridversioned_116 ,  01382249/2nd_Edition/4  , 01382249  , kitabooId_116 , 0-7637-4080-2 , 978-0-7637-4080-1 , 0-7637-4080-2 , 978-0-7637-4080-1 , doi_116 , issn_116 , assetVersion_116 , SDRII  , beta , beta
wkmrid_117 , wkmridversioned_117 ,  01382247/2nd_Edition/5  , 01382247  , kitabooId_117 , 0-7637-4895-1 , 978-0-7637-4895-1 , 0-7637-4895-1 , 978-0-7637-4895-1 , doi_117 , issn_117 , assetVersion_117 , BCTLI  , beta , beta
wkmrid_118 , wkmridversioned_118 ,  01382250/2nd_Edition/4  , 01382250  , kitabooId_118 , 0-7637-3825-5 , 978-0-7637-3825-9 , 0-7637-3825-5 , 978-0-7637-3825-9 , doi_118 , issn_118 , assetVersion_118 , MEWFV  , beta , beta
wkmrid_119 , wkmridversioned_119 ,  01382251/2nd_Edition/6  , 01382251  , kitabooId_119 , 0-7637-4027-6 , 978-0-7637-4027-6 , 0-7637-4027-6 , 978-0-7637-4027-6 , doi_119 , issn_119 , assetVersion_119 , NKJCM  , beta , beta
wkmrid_120 , wkmridversioned_120 ,  02107303/3rd_Edition/2  , 02107303  , kitabooId_120 ,  , 978-1-4963-5499-0 ,  , 978-1-4963-5499-0 , doi_120 , issn_120 , assetVersion_120 , JUXWP  , beta , beta
wkmrid_121 , wkmridversioned_121 ,  01745912/2nd_Edition/2  , 01745912  , kitabooId_121 ,  , 978-1-60831-288-7 ,  , 978-1-60831-288-7 , doi_121 , issn_121 , assetVersion_121 , VEOKJ  , beta , beta
wkmrid_122 , wkmridversioned_122 ,  01382799/1st_Edition/2  , 01382799  , kitabooId_122 , 1-58255-626-1 , 978-1-58255-626-0 , 1-58255-626-1 , 978-1-58255-626-0 , doi_122 , issn_122 , assetVersion_122 , EFWON  , beta , beta
wkmrid_123 , wkmridversioned_123 ,  01244634/2009_Edition/2  , 01244634  , kitabooId_123 , 0-9748327-1-5 ,  , 0-9748327-1-5 ,  , doi_123 , issn_123 , assetVersion_123 , PQSJW  , beta , beta
wkmrid_124 , wkmridversioned_124 ,  01745888/1st_Edition/2  , 01745888  , kitabooId_124 ,  , 978-1-1182-4530-9 ,  , 978-1-1182-4530-9 , doi_124 , issn_124 , assetVersion_124 , LUOPF  , beta , beta
wkmrid_125 , wkmridversioned_125 ,  00139873/2nd_Edition/6  , 00139873  , kitabooId_125 , 0-7817-6490-4 ,  , 0-7817-6490-4 ,  , doi_125 , issn_125 , assetVersion_125 , GFVOP  , beta , beta
wkmrid_126 , wkmridversioned_126 ,  01438430/3rd_Edition/2  , 01438430  , kitabooId_126 ,  , 978-1-60831-622-9 ,  , 978-1-60831-622-9 , doi_126 , issn_126 , assetVersion_126 , PCIYB  , beta , beta
wkmrid_127 , wkmridversioned_127 ,  01439327/1st_Edition/2  , 01439327  , kitabooId_127 ,  , 978-1-4051-8463-2 ,  , 978-1-4051-8463-2 , doi_127 , issn_127 , assetVersion_127 , YUKNB  , beta , beta
wkmrid_128 , wkmridversioned_128 ,  01436008/1st_Edition/2  , 01436008  , kitabooId_128 , 0-387-46804-8 , 978-0-387-46804-4 , 0-387-46804-8 , 978-0-387-46804-4 , doi_128 , issn_128 , assetVersion_128 , WQTFJ  , beta , beta
wkmrid_129 , wkmridversioned_129 ,  01438920/1st_Edition/2  , 01438920  , kitabooId_129 ,  , 978-3-527-32270-1 ,  , 978-3-527-32270-1 , doi_129 , issn_129 , assetVersion_129 , WNFWV  , beta , beta
wkmrid_130 , wkmridversioned_130 ,  01438862/3rd_Edition/5  , 01438862  , kitabooId_130 ,  , 978-0-7817-8334-7 ,  , 978-0-7817-8334-7 , doi_130 , issn_130 , assetVersion_130 , KBAWA  , beta , beta
wkmrid_131 , wkmridversioned_131 ,  00139874/2nd_Edition/17  , 00139874  , kitabooId_131 , 0-7817-2510-0 ,  , 0-7817-2510-0 ,  , doi_131 , issn_131 , assetVersion_131 , TIPKF  , beta , beta
wkmrid_132 , wkmridversioned_132 ,  01735123/4th_Edition/3  , 01735123  , kitabooId_132 ,  , 978-1-60913-622-2 ,  , 978-1-60913-622-2 , doi_132 , issn_132 , assetVersion_132 , XBUQC  , beta , beta
wkmrid_133 , wkmridversioned_133 ,  01336929/3rd_Edition/3  , 01336929  , kitabooId_133 , 0-7817-6759-8 , 978-0-7817-6759-0 , 0-7817-6759-8 , 978-0-7817-6759-0 , doi_133 , issn_133 , assetVersion_133 , TALUY  , beta , beta
wkmrid_134 , wkmridversioned_134 ,  02174555/5th_Edition/5  , 02174555  , kitabooId_134 ,  , 978-1-4963-9823-9 ,  , 978-1-4963-9823-9 , doi_134 , issn_134 , assetVersion_134 , LYYNR  , beta , beta
wkmrid_135 , wkmridversioned_135 ,  01435844/1st_Edition/3  , 01435844  , kitabooId_135 ,  , 978-0-387-76714-7 ,  , 978-0-387-76714-7 , doi_135 , issn_135 , assetVersion_135 , LATNM  , beta , beta
wkmrid_136 , wkmridversioned_136 ,  02054640/2nd_Edition/3  , 02054640  , kitabooId_136 ,  , 978-0-89203-845-9 ,  , 978-0-89203-845-9 , doi_136 , issn_136 , assetVersion_136 , PNWOC  , beta , beta
wkmrid_137 , wkmridversioned_137 ,  02158025/3rd_Edition/5  , 02158025  , kitabooId_137 ,  , 978-1-9751-2717-6 ,  , 978-1-9751-2717-6 , doi_137 , issn_137 , assetVersion_137 , IQFPI  , beta , beta
wkmrid_138 , wkmridversioned_138 ,  01960920/1st_Edition/3  , 01960920  , kitabooId_138 ,  , 978-1-62623-193-1 ,  , 978-1-62623-193-1 , doi_138 , issn_138 , assetVersion_138 , QKJDP  , beta , beta
wkmrid_139 , wkmridversioned_139 ,  01694359/1st_Edition/4  , 01694359  , kitabooId_139 ,  , 978-7-117-13114-8 ,  , 978-7-117-13114-8 , doi_139 , issn_139 , assetVersion_139 , CLYWE  , beta , beta
wkmrid_140 , wkmridversioned_140 ,  01884418/1st_Edition/3  , 01884418  , kitabooId_140 ,  , 978-1-78064-373-1 ,  , 978-1-78064-373-1 , doi_140 , issn_140 , assetVersion_140 , TJQHX  , beta , beta
wkmrid_141 , wkmridversioned_141 ,  01279801/1st_Edition/3  , 01279801  , kitabooId_141 , 3-540-67997-9 , 978-3-540-67997-4 , 3-540-67997-9 , 978-3-540-67997-4 , doi_141 , issn_141 , assetVersion_141 , EEBSD  , beta , beta
wkmrid_142 , wkmridversioned_142 ,  01382418/2nd_Edition/5  , 01382418  , kitabooId_142 , 0-7817-4089-4 , 978-0-7817-4089-0 , 0-7817-4089-4 , 978-0-7817-4089-0 , doi_142 , issn_142 , assetVersion_142 , KJRXJ  , beta , beta
wkmrid_143 , wkmridversioned_143 ,  01787233/3rd_Edition/2  , 01787233  , kitabooId_143 ,  , 978-1-60913-792-2 ,  , 978-1-60913-792-2 , doi_143 , issn_143 , assetVersion_143 , EKEFB  , beta , beta
wkmrid_144 , wkmridversioned_144 ,  01437771/2nd_Edition/4  , 01437771  , kitabooId_144 ,  , 978-0-7637-8108-8 ,  , 978-0-7637-8108-8 , doi_144 , issn_144 , assetVersion_144 , RIUEB  , beta , beta
wkmrid_145 , wkmridversioned_145 ,  02196200/1st_Edition/3  , 02196200  , kitabooId_145 ,  , 978-1-4988-2571-9 ,  , 978-1-4988-2571-9 , doi_145 , issn_145 , assetVersion_145 , RJVCT  , beta , beta
wkmrid_146 , wkmridversioned_146 ,  01276444/2nd_Edition/2  , 01276444  , kitabooId_146 , 1-58255-364-5 , 978-1-58255-364-1 , 1-58255-364-5 , 978-1-58255-364-1 , doi_146 , issn_146 , assetVersion_146 , JEQKL  , beta , beta
wkmrid_147 , wkmridversioned_147 ,  01698942/1st_Edition/3  , 01698942  , kitabooId_147 ,  , 978-0-8261-0763-3 ,  , 978-0-8261-0763-3 , doi_147 , issn_147 , assetVersion_147 , NWIHD  , beta , beta
wkmrid_148 , wkmridversioned_148 ,  01279802/1st_Edition/3  , 01279802  , kitabooId_148 , 3-540-28202-5 , 978-3-540-28202-0 , 3-540-28202-5 , 978-3-540-28202-0 , doi_148 , issn_148 , assetVersion_148 , HEUSB  , beta , beta
wkmrid_149 , wkmridversioned_149 ,  01872915/3rd_Edition/3  , 01872915  , kitabooId_149 ,  , 978-1-890504-96-0 ,  , 978-1-890504-96-0 , doi_149 , issn_149 , assetVersion_149 , HEBKM  , beta , beta
wkmrid_150 , wkmridversioned_150 ,  02045060/1st_Edition/2  , 02045060  , kitabooId_150 ,  , 978-1-9358-6490-5 ,  , 978-1-9358-6490-5 , doi_150 , issn_150 , assetVersion_150 , FLMRR  , beta , beta
wkmrid_151 , wkmridversioned_151 ,  01435034/2nd_Edition/2  , 01435034  , kitabooId_151 , 0-632-06469-2 ,  , 0-632-06469-2 ,  , doi_151 , issn_151 , assetVersion_151 , OONGG  , beta , beta
wkmrid_152 , wkmridversioned_152 ,  01631693/1st_Edition/15  , 01631693  , kitabooId_152 ,  , 978-0-916609-85-6 ,  , 978-0-916609-85-6 , doi_152 , issn_152 , assetVersion_152 , DYQQK  , beta , beta
wkmrid_153 , wkmridversioned_153 ,  01631694/20th_Edition/3  , 01631694  , kitabooId_153 ,  , 978-0-916609-76-4 ,  , 978-0-916609-76-4 , doi_153 , issn_153 , assetVersion_153 , SGLTI  , beta , beta
wkmrid_154 , wkmridversioned_154 ,  01631695/25th_Edition/3  , 01631695  , kitabooId_154 ,  , 978-0-916609-77-1 ,  , 978-0-916609-77-1 , doi_154 , issn_154 , assetVersion_154 , JFWOX  , beta , beta
wkmrid_155 , wkmridversioned_155 ,  01631696/4th_Edition/4  , 01631696  , kitabooId_155 ,  , 978-0-916609-75-7 ,  , 978-0-916609-75-7 , doi_155 , issn_155 , assetVersion_155 , YPTCF  , beta , beta
wkmrid_156 , wkmridversioned_156 ,  02097282/1st_Edition/2  , 02097282  , kitabooId_156 ,  , 978-3-13-241560-7 ,  , 978-3-13-241560-7 , doi_156 , issn_156 , assetVersion_156 , ARTKU  , beta , beta
wkmrid_157 , wkmridversioned_157 ,  02054641/1st_Edition/3  , 02054641  , kitabooId_157 , 0-89203-410-6 , 978-0-89203-410-9 , 0-89203-410-6 , 978-0-89203-410-9 , doi_157 , issn_157 , assetVersion_157 , ANKET  , beta , beta
wkmrid_158 , wkmridversioned_158 ,  01438911/1st_Edition/4  , 01438911  , kitabooId_158 ,  , 978-3-527-32109-4 ,  , 978-3-527-32109-4 , doi_158 , issn_158 , assetVersion_158 , PRNVN  , beta , beta
wkmrid_159 , wkmridversioned_159 ,  01438912/1st_Edition/4  , 01438912  , kitabooId_159 ,  , 978-0-470-72724-9 ,  , 978-0-470-72724-9 , doi_159 , issn_159 , assetVersion_159 , DMMXL  , beta , beta
wkmrid_160 , wkmridversioned_160 ,  01438913/1st_Edition/2  , 01438913  , kitabooId_160 ,  , 978-1-4051-8072-6 ,  , 978-1-4051-8072-6 , doi_160 , issn_160 , assetVersion_160 , IOGYC  , beta , beta
wkmrid_161 , wkmridversioned_161 ,  01284527/1st_Edition/1  , 01284527  , kitabooId_161 , 1-84628-296-9 , 978-1-84628-296-6 , 1-84628-296-9 , 978-1-84628-296-6 , doi_161 , issn_161 , assetVersion_161 , FPLXR  , beta , beta
wkmrid_162 , wkmridversioned_162 ,  01436160/1st_Edition/2  , 01436160  , kitabooId_162 ,  , 978-0-387-79205-7 ,  , 978-0-387-79205-7 , doi_162 , issn_162 , assetVersion_162 , TDQDU  , beta , beta
wkmrid_163 , wkmridversioned_163 ,  01382419/2nd_Edition/6  , 01382419  , kitabooId_163 , 0-7817-4123-8 , 978-0-7817-4123-1 , 0-7817-4123-8 , 978-0-7817-4123-1 , doi_163 , issn_163 , assetVersion_163 , EJUVB  , beta , beta
wkmrid_164 , wkmridversioned_164 ,  01720453/1st_Edition/4  , 01720453  , kitabooId_164 ,  , 978-1-936303-33-5 ,  , 978-1-936303-33-5 , doi_164 , issn_164 , assetVersion_164 , VCDAX  , beta , beta
wkmrid_165 , wkmridversioned_165 ,  01436162/1st_Edition/2  , 01436162  , kitabooId_165 ,  , 978-4-431-69479-3 ,  , 978-4-431-69479-3 , doi_165 , issn_165 , assetVersion_165 , BVDMY  , beta , beta
wkmrid_166 , wkmridversioned_166 ,  01756885/1st_Edition/3  , 01756885  , kitabooId_166 ,  , 978-1-78084-159-5 ,  , 978-1-78084-159-5 , doi_166 , issn_166 , assetVersion_166 , UHBUI  , beta , beta
wkmrid_167 , wkmridversioned_167 ,  01437724/3rd_Edition/5  , 01437724  , kitabooId_167 ,  , 978-0-76376-862-1 ,  , 978-0-76376-862-1 , doi_167 , issn_167 , assetVersion_167 , JMJLA  , beta , beta
wkmrid_168 , wkmridversioned_168 ,  01845238/7th_Edition/3  , 01845238  , kitabooId_168 ,  , 978-0-615-85974-3 ,  , 978-0-615-85974-3 , doi_168 , issn_168 , assetVersion_168 , MTIUA  , beta , beta
wkmrid_169 , wkmridversioned_169 ,  01244635/6th_Edition/30  , 01244635  , kitabooId_169 , 0-9772226-2-4 , 978-0-977222-62-9 , 0-9772226-2-4 , 978-0-977222-62-9 , doi_169 , issn_169 , assetVersion_169 , GTQHW  , beta , beta
wkmrid_170 , wkmridversioned_170 ,  01273204/1st_Edition/4  , 01273204  , kitabooId_170 , 0-7817-4726-0 , 978-0-7817-4726-4 , 0-7817-4726-0 , 978-0-7817-4726-4 , doi_170 , issn_170 , assetVersion_170 , JRAPB  , beta , beta
wkmrid_171 , wkmridversioned_171 ,  01412504/3rd_Edition/3  , 01412504  , kitabooId_171 , 0-7817-6901-9 , 978-0-7817-6901-3 , 0-7817-6901-9 , 978-0-7817-6901-3 , doi_171 , issn_171 , assetVersion_171 , TMAGR  , beta , beta
wkmrid_172 , wkmridversioned_172 ,  01429387/1st_Edition/10  , 01429387  , kitabooId_172 , 1-58255-739-X , 978-1-58255-739-7 , 1-58255-739-X , 978-1-58255-739-7 , doi_172 , issn_172 , assetVersion_172 , PVDSV  , beta , beta
wkmrid_173 , wkmridversioned_173 ,  02139692/10th_Edition/3  , 02139692  , kitabooId_173 ,  , 978-1-4963-3906-5 ,  , 978-1-4963-3906-5 , doi_173 , issn_173 , assetVersion_173 , NTQCR  , beta , beta
wkmrid_174 , wkmridversioned_174 ,  01429453/8th_Edition/2  , 01429453  , kitabooId_174 ,  , 978-0-7817-6903-7 ,  , 978-0-7817-6903-7 , doi_174 , issn_174 , assetVersion_174 , WKDCO  , beta , beta
wkmrid_175 , wkmridversioned_175 ,  01429454/3rd_Edition/3  , 01429454  , kitabooId_175 , 0-7817-9771-3 , 978-0-7817-9771-9 , 0-7817-9771-3 , 978-0-7817-9771-9 , doi_175 , issn_175 , assetVersion_175 , DQCDA  , beta , beta
wkmrid_176 , wkmridversioned_176 ,  01436879/1st_Edition/7  , 01436879  , kitabooId_176 ,  , 978-0-7817-7811-4 ,  , 978-0-7817-7811-4 , doi_176 , issn_176 , assetVersion_176 , IGFHR  , beta , beta
wkmrid_177 , wkmridversioned_177 ,  01279715/2nd_Edition/3  , 01279715  , kitabooId_177 ,  , 978-0-7817-7028-6 ,  , 978-0-7817-7028-6 , doi_177 , issn_177 , assetVersion_177 , MCMBV  , beta , beta
wkmrid_178 , wkmridversioned_178 ,  01429413/6th_Edition/3  , 01429413  , kitabooId_178 ,  , 978-0-7817-6906-8 ,  , 978-0-7817-6906-8 , doi_178 , issn_178 , assetVersion_178 , RNGAB  , beta , beta
wkmrid_179 , wkmridversioned_179 ,  01429455/2nd_Edition/5  , 01429455  , kitabooId_179 , 0-7817-6870-5 , 978-0-7817-6870-2 , 0-7817-6870-5 , 978-0-7817-6870-2 , doi_179 , issn_179 , assetVersion_179 , JQQXK  , beta , beta
wkmrid_180 , wkmridversioned_180 ,  01273224/2nd_Edition/6  , 01273224  , kitabooId_180 , 0-7817-9053-0 , 978-0-7817-9053-6 , 0-7817-9053-0 , 978-0-7817-9053-6 , doi_180 , issn_180 , assetVersion_180 , QRUBP  , beta , beta
wkmrid_181 , wkmridversioned_181 ,  01429456/3rd_Edition/2  , 01429456  , kitabooId_181 ,  , 978-0-7817-9772-6 ,  , 978-0-7817-9772-6 , doi_181 , issn_181 , assetVersion_181 , OLYIR  , beta , beta
wkmrid_182 , wkmridversioned_182 ,  01745939/1st_Edition/2  , 01745939  , kitabooId_182 , 1-4511-0425-1 , 978-1-4511-0425-7 , 1-4511-0425-1 , 978-1-4511-0425-7 , doi_182 , issn_182 , assetVersion_182 , SIPMQ  , beta , beta
wkmrid_183 , wkmridversioned_183 ,  01436163/1st_Edition/2  , 01436163  , kitabooId_183 ,  , 978-0-387-71749-4 ,  , 978-0-387-71749-4 , doi_183 , issn_183 , assetVersion_183 , CHWUT  , beta , beta
wkmrid_184 , wkmridversioned_184 ,  01437125/3rd_Edition/1  , 01437125  , kitabooId_184 , 0-8261-1402-4 , 9780826114020 , 0-8261-1402-4 , 9780826114020 , doi_184 , issn_184 , assetVersion_184 , CNGYS  , beta , beta
wkmrid_185 , wkmridversioned_185 ,  02196201/1st_Edition/2  , 02196201  , kitabooId_185 ,  , 978-1-4988-2572-6 ,  , 978-1-4988-2572-6 , doi_185 , issn_185 , assetVersion_185 , CICQI  , beta , beta
wkmrid_186 , wkmridversioned_186 ,  01436164/1st_Edition/1  , 01436164  , kitabooId_186 ,  , 978-0-387-71467-7 ,  , 978-0-387-71467-7 , doi_186 , issn_186 , assetVersion_186 , HGWUR  , beta , beta
wkmrid_187 , wkmridversioned_187 ,  01437665/1st_Edition/5  , 01437665  , kitabooId_187 , 0-7637-5606-7 , 978-0-7637-5606-2 , 0-7637-5606-7 , 978-0-7637-5606-2 , doi_187 , issn_187 , assetVersion_187 , PUQHF  , beta , beta
wkmrid_188 , wkmridversioned_188 ,  01438414/1st_Edition/6  , 01438414  , kitabooId_188 ,  , 978-7-5091-2932-6 ,  , 978-7-5091-2932-6 , doi_188 , issn_188 , assetVersion_188 , YGVKF  , beta , beta
wkmrid_189 , wkmridversioned_189 ,  01438477/1st_Edition/2  , 01438477  , kitabooId_189 ,  , 978-7-04-020553-4 ,  , 978-7-04-020553-4 , doi_189 , issn_189 , assetVersion_189 , LCFOJ  , beta , beta
wkmrid_190 , wkmridversioned_190 ,  01694360/1st_Edition/4  , 01694360  , kitabooId_190 ,  , 978-7-117-12746-2 ,  , 978-7-117-12746-2 , doi_190 , issn_190 , assetVersion_190 , MFXNW  , beta , beta
wkmrid_191 , wkmridversioned_191 ,  01694361/1st_Edition/2  , 01694361  , kitabooId_191 ,  , 978-7-117-13397-5 ,  , 978-7-117-13397-5 , doi_191 , issn_191 , assetVersion_191 , APNVS  , beta , beta
wkmrid_192 , wkmridversioned_192 ,  01694363/1st_Edition/5  , 01694363  , kitabooId_192 ,  , 978-7-117-12844-5 ,  , 978-7-117-12844-5 , doi_192 , issn_192 , assetVersion_192 , PCTEJ  , beta , beta
wkmrid_193 , wkmridversioned_193 ,  01694364/1st_Edition/2  , 01694364  , kitabooId_193 ,  , 978-7-117-13064-6 ,  , 978-7-117-13064-6 , doi_193 , issn_193 , assetVersion_193 , BVTHJ  , beta , beta
wkmrid_194 , wkmridversioned_194 ,  01694365/1st_Edition/2  , 01694365  , kitabooId_194 ,  , 978-7-117-13973-1 ,  , 978-7-117-13973-1 , doi_194 , issn_194 , assetVersion_194 , WDYLY  , beta , beta
wkmrid_195 , wkmridversioned_195 ,  01694368/1st_Edition/3  , 01694368  , kitabooId_195 ,  , 978-7-117-12583-3 ,  , 978-7-117-12583-3 , doi_195 , issn_195 , assetVersion_195 , JDXAT  , beta , beta
wkmrid_196 , wkmridversioned_196 ,  01438168/2nd_Edition/6  , 01438168  , kitabooId_196 ,  , 978-7-117-10202-5 ,  , 978-7-117-10202-5 , doi_196 , issn_196 , assetVersion_196 , TFJKC  , beta , beta
wkmrid_197 , wkmridversioned_197 ,  01435761/1st_Edition/3  , 01435761  , kitabooId_197 , 0-7817-8198-1 , 978-0-7817-8198-5 , 0-7817-8198-1 , 978-0-7817-8198-5 , doi_197 , issn_197 , assetVersion_197 , CBNPR  , beta , beta
wkmrid_198 , wkmridversioned_198 ,  01439389/1st_Edition/2  , 01439389  , kitabooId_198 ,  , 978-1-60831-428-7 ,  , 978-1-60831-428-7 , doi_198 , issn_198 , assetVersion_198 , JVIFJ  , beta , beta
wkmrid_199 , wkmridversioned_199 ,  02070851/2nd_Edition/4  , 02070851  , kitabooId_199 ,  , 978-1-4963-7004-4 ,  , 978-1-4963-7004-4 , doi_199 , issn_199 , assetVersion_199 , IFSJI  , beta , beta
wkmrid_200 , wkmridversioned_200 ,  01436166/1st_Edition/3  , 01436166  , kitabooId_200 ,  , 978-1-60327-176-9 ,  , 978-1-60327-176-9 , doi_200 , issn_200 , assetVersion_200 , UVHHL  , beta , beta
wkmrid_201 , wkmridversioned_201 ,  01337357/1st_Edition/6  , 01337357  , kitabooId_201 , 1-58829-004-2 , 978-1-58829-004-5 , 1-58829-004-2 , 978-1-58829-004-5 , doi_201 , issn_201 , assetVersion_201 , ABCRO  , beta , beta
wkmrid_202 , wkmridversioned_202 ,  01282412/1st_Edition/5  , 01282412  , kitabooId_202 , 3-540-25264-9 , 978-3-540-25264-9 , 3-540-25264-9 , 978-3-540-25264-9 , doi_202 , issn_202 , assetVersion_202 , AVDVB  , beta , beta
wkmrid_203 , wkmridversioned_203 ,  01435035/1st_Edition/1  , 01435035  , kitabooId_203 ,  , 978-0-470-06807-6 ,  , 978-0-470-06807-6 , doi_203 , issn_203 , assetVersion_203 , OJPLK  , beta , beta
wkmrid_204 , wkmridversioned_204 ,  02158098/1st_Edition/3  , 02158098  , kitabooId_204 ,  , 978-3-318-06310-3 ,  , 978-3-318-06310-3 , doi_204 , issn_204 , assetVersion_204 , VGBWQ  , beta , beta
wkmrid_205 , wkmridversioned_205 ,  01634997/1st_Edition/6  , 01634997  , kitabooId_205 ,  , 978-0-521-18941-5 ,  , 978-0-521-18941-5 , doi_205 , issn_205 , assetVersion_205 , PWBHD  , beta , beta
wkmrid_206 , wkmridversioned_206 ,  01337366/1st_Edition/3  , 01337366  , kitabooId_206 , 1-58829-621-0 , 978-1-58829-621-4 , 1-58829-621-0 , 978-1-58829-621-4 , doi_206 , issn_206 , assetVersion_206 , FYGYF  , beta , beta
wkmrid_207 , wkmridversioned_207 ,  01720104/1st_Edition/2  , 01720104  , kitabooId_207 ,  , 978-0-19-958808-4 ,  , 978-0-19-958808-4 , doi_207 , issn_207 , assetVersion_207 , TFJCN  , beta , beta
wkmrid_208 , wkmridversioned_208 ,  01438553/3rd_Edition/3  , 01438553  , kitabooId_208 , 0 340 81197 8 , 978 0 340 81197 9 , 0 340 81197 8 , 978 0 340 81197 9 , doi_208 , issn_208 , assetVersion_208 , AAOPW  , beta , beta
wkmrid_209 , wkmridversioned_209 ,  01282413/1st_Edition/2  , 01282413  , kitabooId_209 , 1-4020-3632-9 , 978-1-4020-3632-3 , 1-4020-3632-9 , 978-1-4020-3632-3 , doi_209 , issn_209 , assetVersion_209 , FUMSU  , beta , beta
wkmrid_210 , wkmridversioned_210 ,  01256904/1st_Edition/3  , 01256904  , kitabooId_210 , 0-19-506023-7 ,  , 0-19-506023-7 ,  , doi_210 , issn_210 , assetVersion_210 , SCIVI  , beta , beta
wkmrid_211 , wkmridversioned_211 ,  01435408/1st_Edition/2  , 01435408  , kitabooId_211 , 0-19-517182-9 , 978-0-19-517182-2 , 0-19-517182-9 , 978-0-19-517182-2 , doi_211 , issn_211 , assetVersion_211 , VUOCO  , beta , beta
wkmrid_212 , wkmridversioned_212 ,  01435036/1st_Edition/5  , 01435036  , kitabooId_212 , 0-632-05976-1 ,  , 0-632-05976-1 ,  , doi_212 , issn_212 , assetVersion_212 , UDNTU  , beta , beta
wkmrid_213 , wkmridversioned_213 ,  01382420/1st_Edition/2  , 01382420  , kitabooId_213 , 0-7817-6154-9 , 978-0-7817-6154-3 , 0-7817-6154-9 , 978-0-7817-6154-3 , doi_213 , issn_213 , assetVersion_213 , UCKTN  , beta , beta
wkmrid_214 , wkmridversioned_214 ,  01634998/1st_Edition/3  , 01634998  , kitabooId_214 ,  , 978-1-107-00324-8 ,  , 978-1-107-00324-8 , doi_214 , issn_214 , assetVersion_214 , LDWHB  , beta , beta
wkmrid_215 , wkmridversioned_215 ,  01438914/1st_Edition/2  , 01438914  , kitabooId_215 ,  , 978-1-4051-7663-7 ,  , 978-1-4051-7663-7 , doi_215 , issn_215 , assetVersion_215 , FWVVH  , beta , beta
wkmrid_216 , wkmridversioned_216 ,  01817294/3rd_Edition/2  , 01817294  , kitabooId_216 ,  , 978-1-55810-526-3 ,  , 978-1-55810-526-3 , doi_216 , issn_216 , assetVersion_216 , YHQIX  , beta , beta
wkmrid_217 , wkmridversioned_217 ,  01435773/1st_Edition/2  , 01435773  , kitabooId_217 ,  , 978-1-84392-244-5 ,  , 978-1-84392-244-5 , doi_217 , issn_217 , assetVersion_217 , GMLJR  , beta , beta
wkmrid_218 , wkmridversioned_218 ,  01626555/1st_Edition/2  , 01626555  , kitabooId_218 ,  , 978-1-78084-006-2 ,  , 978-1-78084-006-2 , doi_218 , issn_218 , assetVersion_218 , FERET  , beta , beta
wkmrid_219 , wkmridversioned_219 ,  01612955/1st_Edition/2  , 01612955  , kitabooId_219 ,  , 9781780840246 ,  , 9781780840246 , doi_219 , issn_219 , assetVersion_219 , VLCIC  , beta , beta
wkmrid_220 , wkmridversioned_220 ,  01626558/1st_Edition/2  , 01626558  , kitabooId_220 ,  , 978-1-78084-098-7 ,  , 978-1-78084-098-7 , doi_220 , issn_220 , assetVersion_220 , TIGKC  , beta , beta
wkmrid_221 , wkmridversioned_221 ,  01756886/1st_Edition/2  , 01756886  , kitabooId_221 ,  , 978-1-78084-165-6 ,  , 978-1-78084-165-6 , doi_221 , issn_221 , assetVersion_221 , QKOLM  , beta , beta
wkmrid_222 , wkmridversioned_222 ,  02196202/1st_Edition/3  , 02196202  , kitabooId_222 ,  , 978-1-4988-2573-3 ,  , 978-1-4988-2573-3 , doi_222 , issn_222 , assetVersion_222 , IVQDC  , beta , beta
wkmrid_223 , wkmridversioned_223 ,  01337795/2nd_Edition/2  , 01337795  , kitabooId_223 , 1-58829-901-5 , 978-1-58829-901-7 , 1-58829-901-5 , 978-1-58829-901-7 , doi_223 , issn_223 , assetVersion_223 , SEWXT  , beta , beta
wkmrid_224 , wkmridversioned_224 ,  01436149/1st_Edition/1  , 01436149  , kitabooId_224 ,  , 978-3-7643-7974-2 ,  , 978-3-7643-7974-2 , doi_224 , issn_224 , assetVersion_224 , KOGFN  , beta , beta
wkmrid_225 , wkmridversioned_225 ,  01329181/1st_Edition/1  , 01329181  , kitabooId_225 , 1-58829-721-7 , 978-1-58829-721-1 , 1-58829-721-7 , 978-1-58829-721-1 , doi_225 , issn_225 , assetVersion_225 , MLOFD  , beta , beta
wkmrid_226 , wkmridversioned_226 ,  01438915/1st_Edition/2  , 01438915  , kitabooId_226 ,  , 978-3-527-31857-5 ,  , 978-3-527-31857-5 , doi_226 , issn_226 , assetVersion_226 , XFNGI  , beta , beta
wkmrid_227 , wkmridversioned_227 ,  01435774/1st_Edition/3  , 01435774  , kitabooId_227 , 1-84392-177-4 , 978-1-84392-177-6 , 1-84392-177-4 , 978-1-84392-177-6 , doi_227 , issn_227 , assetVersion_227 , GGAJJ  , beta , beta
